Ranking,Tier,Player,Team,Position,Signed,ETA,Age,Prev Rank,Movement,OBP,Player ID,In-Person Look
254,9,JD Dix,ARI,SS,2024,2027,18.9,252,-2,,*066j0*,
255,9,Carter Johnson,MIA,SS,2024,2027,18.5,253,-2,,*06icz*,
256,9,Drue Hackenberg,ATL,P,2023,2026,22.4,454,198,,*062e9*,Y
257,9,Ricardo Cabrera,CIN,SS,2022,2026,19.9,286,29,,*05rjo*,
258,9,Mitch Bratt,TEX,P,2021,2025,21.2,256,-2,,*05xq2*,Y
259,9,Samuel Aldegheri,LAA,P,2019,Debuted,23,273,14,,*06aw2*,
260,9,Alex Clemmey,WSH,P,2023,2026,19.1,258,-2,,*06bfu*,Y
261,9,Jonathan Santucci,NYM,P,2024,2026,21.7,259,-2,,*060ue*,
262,9,Dylan Lesko,TB,P,2022,2026,21,260,-2,,*05tdl*,
263,9,Will Wagner,TOR,2B,2021,Debuted,26.1,352,89,UP,*05yhg*,Y
264,9,Hunter Barco,PIT,"1B,P",2022,2025,23.7,202,-62,,*04nb5*,Y
265,9,Joe Whitman,SF,P,2023,2025,23,263,-2,,*06c1l*,
266,9,Trevor Harrison,TB,P,2023,2027,19.1,406,140,,*06f1o*,Y
267,9,Mikey Romero,BOS,SS,2022,2026,20.7,312,45,,*05y7y*,Y
268,9,Yolfran Castillo,TEX,SS,2024,2028,17.6,265,-3,,*06icj*,
269,9,Doug Nikhazy,CLE,P,2021,2024,25.1,266,-3,,*05taw*,
270,9,Will Warren,NYY,P,2021,Debuted,25.2,267,-3,,*05yaz*,Y
271,9,Blade Tidwell,NYM,P,2022,2024,23.3,228,-43,,*05u2q*,
272,9,Edgardo Henriquez,LAD,P,2019,2024,22.2,269,-3,,*05w7z*,
273,9,Cooper Kinney,TB,2B,2021,2026,20.8,270,-3,,*05ua8*,Y
274,9,Hyun-Seok Jang,LAD,P,2023,2026,20.5,271,-3,,*06f8f*,
275,9,Noah Cameron,KC,P,2021,2025,25.2,363,88,,*05ycf*,Y
276,9,Braylin Morel,TEX,OF,2023,2027,18.6,340,64,,*06dq5*,Y
277,9,Ben Williamson,SEA,3B,2023,2025,23.8,386,109,,*06dqd*,
278,9,Sammy Stafura,CIN,SS,2023,2026,19.8,477,199,,*06c1m*,
279,9,Caleb Bonemer,CHW,SS,2024,2027,18.9,275,-4,,*06hea*,
280,9,Axiel Plaz,PIT,C,2022,2027,19.1,276,-4,,*0622o*,
281,9,Johnathan Rodriguez,CLE,OF,2016,Debuted,24.9,277,-4,,*04gdw*,
282,9,Malcolm Moore,TEX,C,2024,2026,21.1,278,-4,,*05y7u*,
283,9,Kyle Karros,COL,3B,2023,2025,22.1,399,116,,*06dsa*,
284,9,Fernando Perez,TOR,P,2022,2026,20.6,280,-4,,*06ek7*,
285,9,Eiberson Castellano,PHI,P,2021,2025,23.3,NR,NA,,*06l49*,
286,9,Cole Mathis,CHC,1B,2024,2026,21.1,282,-4,,*06j3h*,
287,9,Tjayy Walton,PHI,OF,2023,2027,19.6,254,-33,,*05u9p*,Y
288,9,Gabriel Rodriguez,CLE,SS,2024,2028,17.4,285,-3,,*06jgx*,
289,9,Nick Yorke,PIT,2B,2020,2024,22.4,374,85,,*05js7*,Y
290,9,Graham Pauley,MIA,3B,2022,Debuted,24,283,-7,,*066lr*,Y
291,9,Austin Gauthier,LAD,SS,2021,2025,25.3,287,-4,UP,*0629a*,
292,9,Joey Oakie,CLE,P,2024,2027,18.3,288,-4,,*06hf0*,
293,9,Brody Brecht,COL,P,2024,2026,22,289,-4,,*05ybz*,
294,9,Drew Beam,KC,P,2024,2026,18.6,290,-4,,*060ig*,
295,9,Gage Jump,OAK,P,2024,2026,21.4,291,-4,,*05t9g*,
296,9,Luke Holman,CIN,P,2024,2026,21.7,292,-4,,*05yh6*,
297,9,Ben Hess,NYY,P,2024,2026,22,293,-4,,*066iq*,
298,9,Kaelen Culpepper,MIN,3B,2024,2026,21.7,300,2,,*06hx4*,
299,9,Josh Knoth,MIL,P,2023,2026,19.1,304,5,,*069zn*,Y
300,9,Paulino Santana,TEX,OF,2024,2027,17.8,303,3,,*06ho7*,
301,9,Elmer Rodriguez-Cruz,BOS,P,2021,2025,21.1,296,-5,,*05xoo*,Y
302,9,Samuel Zavala,CHW,OF,2021,2026,20.2,216,-86,UP,*05rdr*,Y
303,9,Charlee Soto,MIN,P,2023,2026,19,350,47,,*05zq5*,Y
304,9,Brandon Winokur,MIN,"SS,OF",2023,2026,19.7,298,-6,,*06dnc*,Y
305,9,Pablo Guerrero,TEX,OF,2023,2026,18.1,510,205,,*068z1*,
306,9,Griff O'Ferrall,BAL,SS,2024,2026,21.6,299,-7,,*062k7*,
307,9,Alexander Canario,CHC,OF,2016,Debuted,24.3,314,7,,*04hi6*,Y
308,9,Jonatan Clase,TOR,OF,2018,Debuted,22.3,301,-7,,*057zc*,Y
309,9,Henry Bolte,OAK,OF,2022,2026,21.1,302,-7,UP,*05y7t*,
310,9,Zander Mueth,PIT,P,2023,2026,19.2,316,6,,*05y3m*,Y
311,9,Trey Sweeney,DET,SS,2021,Debuted,24.4,321,10,,*05tuw*,Y
312,9,Nelson Rada,LAA,OF,2022,2027,19,305,-7,,*05yib*,
313,9,Rayner Arias,SF,OF,2023,2026,18.4,306,-7,,*066mw*,
314,9,Jadher Areinamo,MIL,SS,2021,2026,20.8,307,-7,,*062l0*,Y
315,9,Jhancarlos Lara,ATL,P,2021,2026,21.7,268,-47,,*06cev*,Y
316,9,Luis Guanipa,ATL,OF,2023,2028,18.8,309,-7,,*066me*,Y
317,9,Gino Groover,ARI,SS,2023,2025,22.4,470,153,,*05yj5*,
318,9,Henry Lalane,NYY,P,2021,2026,20.3,310,-8,,*05ym5*,
319,9,Kendry Rojas,TOR,P,2020,2025,21.8,891,572,,*05rgq*,
320,9,Sean Sullivan,COL,P,2023,2025,22.1,353,33,,*06ahu*,
321,9,Matt Wilkinson,CLE,P,2023,2026,21.8,358,37,,*06dmr*,
322,9,Alan Roden,TOR,1B,2022,2025,24.7,473,151,,*061yt*,
323,9,Logan Wagner,LAD,SS,2022,2025,20.5,313,-10,UP,*06497*,
324,9,Cayden Wallace,WSH,3B,2022,2024,23.1,326,2,,*05jq9*,Y
325,9,Yasser Mercedes,MIN,OF,2022,2026,19.8,315,-10,,*05ych*,Y
326,9,Jose Perdomo,ATL,SS,2024,2027,18,338,12,,*067z8*,
327,9,Lucas Braun,ATL,P,2023,2026,23,761,434,,*06f18*,Y
328,9,Brandon Birdsell,CHC,P,2022,2024,24.5,317,-11,,*05jr4*,
329,9,Dasan Hill,MIN,P,2024,2027,18.7,318,-11,,*06mnh*,
330,9,Owen Hall,DET,P,2024,2027,18.8,319,-11,,*06hey*,
331,9,Jaxon Wiggins,CHC,P,2023,2025,22.9,320,-11,,*05u2p*,
332,9,Ian Seymour,TB,P,2020,2025,25.7,332,0,,*05jpd*,
333,9,Richard Fitts,BOS,P,2021,2025,24.7,388,55,,*05rav*,Y
334,9,Ty Madden,DET,P,2021,2024,24.6,389,55,,*05oqe*,Y
335,9,Jacob Bresnahan,SF,P,2023,2026,19.2,274,-61,,*06ht3*,Y
336,9,Aron Estrada,BAL,2B,2022,2026,19.7,354,18,,*0630n*,
337,9,Jagger Haynes,SD,P,2020,2025,22.1,891,554,,*05lfz*,
338,9,Juneiker Caceres,CLE,OF,2024,2028,17.1,323,-15,,*06mmx*,
339,9,Joswa Lugo,LAA,SS,2024,2028,17.6,324,-15,,*06ica*,
340,9,Caleb Lomavita,WSH,C,2024,2026,21.8,325,-15,,*06ibi*,Y
341,9,Cooper Ingle,CLE,C,2023,2025,22.5,639,298,,*06f0p*,
342,9,Rainiel Rodriguez,STL,C,2024,2027,17.7,447,105,,*06mnp*,
343,9,Billy Amick,MIN,3B,2024,2026,21.8,339,-4,,*06cgg*,Y
344,9,Chase Meidroth,BOS,SS,2022,2025,23.1,394,50,,*0648n*,Y
345,9,Tony Blanco Jr.,PIT,OF,2022,2027,19.3,341,-4,,*05yci*,Y
346,9,Ryan Gusto,HOU,P,2019,2024,25.5,329,-17,,*0518s*,
347,9,C.J. Culpepper,MIN,P,2022,2025,22.9,330,-17,,*065j0*,Y
348,9,Mavis Graves,PHI,P,2022,2026,20.8,331,-17,,*06578*,
349,9,Elvin Garcia,BAL,SS,2024,2027,17.6,357,8,,*06jgz*,
350,9,Victor Lizarraga,SD,P,2021,2026,20.8,349,-1,,*05n5o*,
351,9,Mick Abel,PHI,P,2020,2024,23.1,377,26,,*05g4k*,Y
352,9,Robert Hassell,WSH,OF,2020,2024,23.1,476,124,,*05gbe*,Y
353,9,Gavin Cross,KC,OF,2022,2025,23.6,335,-18,,*05tcd*,Y
354,9,Alejandro Osuna,TEX,OF,2020,2025,21.9,571,217,UP,*05r3s*,Y
355,9,Dylan Dreiling,TEX,OF,2024,2026,21.4,337,-18,,*06kk8*,
356,9,Juan Valera,BOS,P,2023,2027,18.3,598,242,,*06mlb*,Y
357,9,Craig Yoho,MIL,P,2023,2025,24.9,432,75,,*06fzq*,
358,9,Skylar Hales,TEX,P,2023,2025,22.9,587,229,,*06ew1*,Y
359,9,Troy Taylor,SEA,P,2022,Debuted,23,NR,NA,,*065ns*,
360,9,Connor Prielipp,MIN,P,2022,2025,23.7,761,401,,*05joq*,
361,9,Jackson Nezuh,HOU,P,2023,2026,22.6,367,6,,*06dlx*,Y
362,9,Michael Burrows,PIT,P,2018,2023,24.8,373,11,,*04pvl*,Y
363,9,Anderson Brito,HOU,P,2023,2027,20.2,NR,NA,,*06me7*,
364,9,Lazaro Estrada,TOR,P,2018,2025,25.4,481,117,,*04up8*,
365,9,Jordan Sanchez,BAL,OF,2024,2027,18.9,362,-3,,*06ie9*,
366,9,Dante Nori,PHI,OF,2024,2027,19.9,342,-24,,*06ien*,
367,9,Braylon Payne,MIL,OF,2024,2027,18.1,343,-24,,*06kkf*,
368,9,Griffin Burkholder,PHI,OF,2024,2027,19,344,-24,,*06mnj*,
369,9,Filippo Di Turi,MIL,SS,2023,2026,18.8,345,-24,,*066mf*,Y
370,9,Blake Burke,MIL,1B,2024,2026,21.2,346,-24,,*062jb*,
371,9,Kleimir Lemos,TEX,1B,2022,2027,19.3,347,-24,,*06c0y*,
372,9,Rece Hinds,CIN,"3B,OF",2019,Debuted,24,351,-21,,*04nb4*,Y
373,9,Tyler Stuart,WSH,P,2022,2024,24.9,478,105,,*0648p*,Y
374,9,Payton Martin,LAD,P,2022,2025,20.3,356,-18,,*066dq*,
375,9,Ryan Lobus,TEX,P,2023,2025,24,631,256,,*06htt*,Y
376,9,Winston Santos,TEX,P,2019,2025,22.4,229,-147,,*061lj*,Y
377,9,Brock Porter,TEX,P,2022,2026,21.3,365,-12,,*05u6h*,Y
378,9,Walker Martin,SF,SS,2023,2026,20.6,328,-50,,*066t4*,
379,9,Everson Pereira,NYY,OF,2017,Debuted,23.4,333,-46,,*04is5*,Y
380,9,Fernando Cruz,CHC,SS,2024,2027,17.8,361,-19,,*05yck*,
381,9,Tekoah Roby,STL,P,2020,2025,23,355,-26,,*05jqh*,Y
382,9,Marco Raya,MIN,P,2020,2024,22.1,379,-3,,*05mrp*,Y
383,9,Bo Davidson,SF,OF,2023,2026,22.2,,-383,,*06hua*,
384,9,Jose Anderson,MIL,OF,2024,2028,17.8,348,-36,,*06me6*,
385,9,Jacob Gonzalez,CHW,3B,2023,2025,22.3,334,-51,,*05tzp*,Y
386,9,Brandyn Garcia,SEA,P,2023,2025,24.3,387,1,,*06guh*,
387,9,Adam Serwinowski,CIN,P,2022,2026,20.3,440,53,,*066az*,
388,9,Garrett Baumann,ATL,P,2023,2027,20.1,577,189,,*06aqk*,Y
389,9,Michael Kennedy,PIT,P,2022,2026,19.8,359,-30,,*0647m*,Y
390,9,William Bergolla,CHW,SS,2022,2026,19.9,643,253,,*05w8l*,Y
391,9,Blake Money,(N/A),P,2023,2026,22.8,364,-27,,*05zyc*,
392,9,Henry Baez,SD,P,2021,2025,21.9,465,73,,*05iyp*,
393,9,Julian Aguiar,CIN,P,2021,Debuted,23.3,366,-27,,*05yg3*,
394,9,Jonathon Long,CHC,1B,2023,2025,22.6,,-394,,*06fwm*,
395,9,Billy Cook,PIT,OF,2021,2025,25.7,568,173,,*05y46*,Y
396,9,Matthew Etzel,TB,OF,2023,2025,22.4,565,169,,*06fut*,Y
397,9,Ben Casparius,LAD,P,2021,2024,25.6,569,172,,*05y4k*,Y
398,9,Braxton Bragg,BAL,P,2023,2026,23.9,,-398,,*06fzr*,
399,9,Jean Cabrera,PHI,P,2021,2025,22.9,297,-102,,*05ww7*,
400,9,Troy Melton,DET,P,2022,2025,23.8,360,-40,,*05uc4*,
401,9,Bryce Meccage,MIL,P,2024,2026,18.5,368,-33,,*06mnf*,
402,9,Austin Peterson,CLE,P,2022,2025,25,281,-121,,*061bn*,
403,10,Kyle Hurt,LAD,P,2020,Debuted,26.3,370,-33,,*05jq7*,
404,10,Jhonny Level,SF,"C,SS",2024,2028,17.4,487,83,,*06ich*,
405,10,Trevor Martin,TB,P,2022,2025,23.7,372,-33,,*06309*,Y
406,10,Carlson Reed,PIT,P,2023,2026,21.8,785,379,,*06hvy*,Y
407,10,Mason Barnett,OAK,P,2022,2025,23.8,535,128,,*0630h*,Y
408,10,Allan Castro,BOS,OF,2019,2025,21.3,397,-11,,*061yp*,Y
409,10,Emilien Pitre,(N/A),2B,2024,2026,21.9,375,-34,,*06nua*,
410,10,Steven Zobac,KC,P,2022,2025,23.9,376,-34,,*06488*,Y
411,10,Cameron Cauley,TEX,SS,2021,2025,21.6,398,-13,,*05uvx*,Y
412,10,Spencer Nivens,KC,OF,2023,2025,22.8,966,554,,*06dn8*,Y
413,10,Chandler Simpson,TB,2B,2022,2025,23.8,378,-35,,*0622w*,Y
414,10,Nehomar Ochoa,HOU,OF,2023,2026,19.1,418,4,,*06fto*,Y
415,10,Ricardo Olivar,MIN,C,2021,2025,23.1,380,-35,,*06437*,Y
416,10,Drew Romo,COL,C,2020,Debuted,23,381,-35,,*05gwr*,Y
417,10,Cole Messina,COL,C,2024,2026,21.3,382,-35,,*06k7q*,Y
418,10,Joe Mack,MIA,C,2021,2026,21.7,383,-35,,*05rcd*,Y
419,10,Jimmy Crooks,STL,C,2022,2025,23.1,536,117,,*06434*,Y
420,10,Darlin Saladin,STL,P,2019,2025,21.7,384,-36,,*06lu6*,
421,10,Brad Lord,WSH,P,2022,2024,24.6,385,-36,,*066du*,
422,10,Ethan Anderson,BAL,1B,2024,2026,21,530,108,,*06dqr*,
423,10,David Davalillo,TEX,P,2022,2026,22,573,150,,*06mio*,
424,10,Jansel Luis,ARI,2B,2022,2027,19.5,400,-24,,*061zn*,
425,10,Andres Valor,MIA,OF,2023,2027,18.8,396,-29,,*06aq4*,
426,10,Brian Holiday,STL,P,2024,2026,21.3,390,-36,,*06nuf*,
427,10,Jose Gonzalez,TEX,P,2019,2025,23.1,391,-36,,*06mcd*,
428,10,Ryan Forcucci,HOU,P,2024,2026,21.8,392,-36,,*06kkj*,
429,10,Cory Lewis,MIN,P,2022,2025,23.9,854,425,,*060hm*,
430,10,Brant Hurter,DET,P,2021,Debuted,26,676,246,,*05u6p*,
431,10,Carlos Jorge,CIN,SS,2021,2026,21,414,-17,UP,*05rf5*,
432,10,Bishop Letson,MIL,P,2023,2026,20,413,-19,,*06gjw*,
433,10,Landen Maroudis,TOR,P,2023,2027,19.7,395,-38,,*06dq2*,
434,10,Boston Bateman,SD,P,2024,2027,19,516,82,,*06kkb*,
435,10,RJ Schreck,TOR,OF,2023,2025,24.2,618,183,,*0603l*,
436,10,Anthony Solometo,PIT,P,2021,2025,21.8,422,-14,,*05t7a*,Y
437,10,Yordany De Los Santos,PIT,SS,2022,2026,19.6,430,-7,,*05ygt*,Y
438,10,George Valera,CLE,OF,2017,2024,23.8,627,189,UP,*04fqi*,Y
439,10,Victor Mesa Jr.,MIA,OF,2018,2024,23,393,-46,,*04y79*,Y
440,10,Leo Balcazar,CIN,SS,2021,2026,20.2,765,325,,*05unp*,
441,10,Dawel Joseph,SEA,SS,2024,2028,17.3,415,-26,,*06hys*,
442,10,Diego Cartaya,LAD,C,2018,2024,23,401,-41,UP,*04p0h*,
443,10,Edgleen Perez,NYY,C,2023,2027,18.3,402,-41,,*06iej*,Y
444,10,Daniel Susac,OAK,C,2022,2025,23.3,403,-41,,*05jpu*,
445,10,John Garcia,HOU,C,2022,2025,24,404,-41,,*066fk*,Y
446,10,Franyerber Montilla,DET,2B,2022,2026,19.4,405,-41,,*064og*,Y
447,10,Devin Saltiban,PHI,OF,2023,2025,19.6,656,209,,*06ekm*,Y
448,10,Abimelec Ortiz,TEX,1B,2021,2025,22.5,423,-25,,*05uv5*,Y
449,10,Carter Holton,ATL,P,2024,2026,22,407,-42,,*05yit*,
450,10,Blake Larson,CHW,P,2024,2027,18.6,408,-42,,*05ydm*,
451,10,Thatcher Hurd,NYY,P,2024,2026,21.8,409,-42,,*05t9k*,
452,10,Joey Broughton,MIL,P,2024,2027,18.7,410,-42,,*06pfg*,
453,10,David Shields,KC,P,2024,2027,18,411,-42,,*06kke*,
454,10,Johnny King,TOR,P,2024,2027,18.1,412,-42,,*06n3o*,
455,10,Nolan McLean,NYM,3B,2023,2025,23.1,426,-29,,*05y7s*,
456,10,Thomas Sosa,BAL,OF,2022,2026,19.6,428,-28,,*061zu*,
457,10,A.J. Ewing,NYM,SS,2023,2026,20.1,442,-15,,*06dn7*,
458,10,Nick Frasso,LAD,P,2020,2024,25.9,416,-42,,*05jpo*,
459,10,Nate Furman,CLE,2B,2022,2025,23.1,420,-39,,*06487*,
460,10,Rayne Doncon,MIN,SS,2021,2026,21,434,-26,,*05r6f*,Y
461,10,Andy Perez,COL,SS,2021,2026,20.3,419,-42,,*06aw7*,
462,10,Patrick Reilly,BAL,"1B,P",2023,2025,22.9,421,-41,,*05jpm*,Y
463,10,Manuel Rodriguez,MIL,P,2022,2026,19.1,450,-13,,*06ayq*,
464,10,Will Simpson,OAK,"1B,OF",2023,2025,23,600,136,,*051e0*,
465,10,Dillon Head,MIA,OF,2023,2026,19.9,439,-26,,*066nq*,
466,10,Juan Mercedes,SEA,P,2017,2024,24.4,655,189,,*05yfj*,
467,10,Aldrin Batista,CHW,P,2022,2026,21.4,587,120,,*06ce9*,Y
468,10,Callan Moss,KC,1B,2024,2026,21,NR,NA,,*06pk8*,Y
469,10,Max Muncy,OAK,SS,2021,2026,22,427,-42,,*05t9l*,Y
470,10,Blake Wolters,KC,P,2023,2026,19.9,425,-45,,*06c1k*,Y
471,10,Leonardo Pineda,TB,OF,2024,2027,17.4,435,-36,,*06ibs*,
472,10,Roque Gutierrez,LAD,P,2021,2025,22,436,-36,,*06l0h*,
473,10,Jared Thomas,COL,1B/OF,2024,2026,21.2,532,59,,*06mpb*,
474,10,Max Anderson,DET,3B,2023,2025,22.5,721,247,,*06dmp*,
475,10,Engelth Urena,NYY,C,2022,2026,20.1,429,-46,,*066re*,Y
476,10,Lisbel Diaz,SF,OF,2023,2026,19.1,532,56,,*06dvu*,
477,10,Chen Zhong-Ao Zhuang,OAK,P,2021,2026,24,497,20,,*05zdc*,
478,10,Chen-Wei Lin,STL,P,2023,2026,22.8,701,223,,*06cn1*,
479,10,Adam Macko,TOR,P,2019,2024,23.7,432,-47,,*0515q*,Y
480,10,Luis Lara,MIL,OF,2022,2026,19.8,467,-13,,*060yn*,Y
481,10,Ben Kudrna,KC,P,2021,2025,21.6,464,-17,,*05t9i*,Y
482,10,Andry Lara,WSH,P,2019,2025,21.7,438,-44,,*052kc*,Y
483,10,Yohendrick Pinango,TOR,OF,2018,2025,22.3,448,-35,UP,*04z8z*,Y
484,10,Omar Cruz,SD,P,2017,2024,25.6,437,-47,,*04tf0*,Y
485,10,Jose Davila,STL,P,2019,2026,21.8,484,-1,,*05h7l*,
486,10,Ryan Webb,CLE,P,2021,2024,25.4,462,-24,,*05u98*,Y
487,10,Edgar Portes,BAL,P,2019,2026,21.9,451,-36,,*06drr*,Y
488,10,Abrahan Ramirez,MIA,SS,2022,2026,19.9,441,-47,,*06ax7*,Y
489,10,Joseph Montalvo,DET,P,2021,2025,22.4,463,-26,,*05yob*,Y
490,10,Edward Florentino,PIT,1B,2024,2028,17.8,509,19,,*06mh4*,
491,10,Gavin Conticello,ARI,3B,2021,2026,21.2,453,-38,,*05xq6*,
492,10,Michael Forret,BAL,P,2023,2026,20.4,502,10,,*06hwt*,Y
493,10,Shane Smith,MIL,P,2022,2025,24.4,459,-34,,*06dqb*,
494,10,Blake Burkhalter,ATL,P,2022,2025,24,NR,NA,,*0630k*,Y
495,10,Jack Costello,SD,3B,2024,2026,23.3,NR,NA,,*06op2*,
496,10,Luis Castillo,MIL,OF,2021,2026,20.9,NR,NA,,*061v8*,
497,10,Caleb Durbin,NYY,SS,2021,2024,24.6,513,16,,*05y4b*,Y
498,10,Brendan Tunink,LAD,OF,2024,2027,18.9,458,-40,,,
499,10,Eliazar Dishmey,MIA,P,2022,2026,19.9,498,-1,,*06krw*,
500,10,Hiro Wyatt,KC,P,2023,2026,20,576,76,,*06dqf*,Y
501,10,Cameron Sullivan,CLE,P,2024,2027,18.5,469,-32,,,
502,10,Chase Mobley,(N/A),P,2024,2027,18.3,470,-32,,*05uc1*,
503,10,Jeter Martinez,SEA,P,2023,2027,18.6,471,-32,,*066m6*,
504,10,Brock Selvidge,NYY,P,2021,2025,22,472,-32,,*05u9l*,
505,10,Myles Naylor,OAK,3B,2023,2026,19.4,474,-32,,*061yt*,
506,10,Jack Hurley,ARI,OF,2023,2025,22.5,475,-32,,*06cqm*,
507,10,Walter Ford,SEA,P,2022,2026,19.7,560,52,,*060u1*,
508,,,,,,,,,,,*05ua3*,
